,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
3113,Male,0,Yes,No,36,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3474.2,No
3114,Male,0,No,No,5,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),392.65,No
3115,Female,0,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1058.6,Yes
3116,Female,1,No,No,44,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),3990.75,No
3117,Female,1,Yes,Yes,70,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,7475.85,No
3118,Male,0,No,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),835.5,No
3119,Female,1,Yes,No,32,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2628.6,Yes
3120,Female,0,Yes,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1718.35,No
3121,Female,1,No,No,16,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,1023.9,Yes
3122,Male,1,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1193.55,No
3123,Male,0,No,No,16,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1205.5,No
3124,Male,0,Yes,Yes,68,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5776.45,No
3125,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,78.9,No
3126,Female,0,Yes,Yes,26,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),1025.15,No
3127,Female,0,No,No,29,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,856.35,Yes
3128,Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),122,No
3129,Male,0,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),6602.9,No
3130,Male,0,Yes,No,24,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),1712.9,No
3131,Female,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),5682.25,No
3132,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,No
3133,Male,0,Yes,No,70,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),3635.15,No
3134,Female,0,Yes,Yes,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),702.9,No
3135,Female,1,No,No,38,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3734.25,Yes
3136,Female,0,No,No,17,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1144.5,Yes
3137,Female,0,Yes,Yes,41,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4454.25,No
3138,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,Yes
3139,Male,0,No,No,2,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.6,Yes
3140,Male,0,No,No,14,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1117.55,No
3141,Male,1,No,No,2,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),180.25,Yes
3142,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,Yes
3143,Male,0,Yes,Yes,13,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,930.05,No
3144,Male,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,110.15,No
3145,Female,0,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),333.6,Yes
3146,Female,0,Yes,Yes,5,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,465.05,Yes
3147,Female,0,Yes,No,15,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1669.4,No
3148,Female,0,No,No,47,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),3545.1,No
3149,Female,0,No,No,8,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,504.05,No
3150,Male,0,No,No,17,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,440.2,No
3151,Male,0,Yes,Yes,15,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1151.55,No
3152,Female,0,No,No,26,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),2475.35,No
3153,Female,0,No,No,23,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1249.25,No
3154,Female,1,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,317.75,No
3155,Male,0,No,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,535.05,No
3156,Female,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,461.3,No
3157,Male,0,No,No,9,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,431,Yes
3158,Male,0,Yes,No,18,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,878.35,Yes
3159,Male,1,No,No,3,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,335.75,No
3160,Female,0,Yes,Yes,69,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),3121.4,No
3161,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,324.8,No
3162,Male,0,No,No,19,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1394.55,No
3163,Male,1,No,No,39,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,3413.25,No
3164,Male,0,No,No,31,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3143.65,No
3165,Male,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,439.75,No
3166,Male,0,Yes,No,14,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),664.4,No
3167,Female,0,Yes,No,64,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,4759.55,No
3168,Female,0,No,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1033,No
3169,Male,0,Yes,Yes,52,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,3482.85,No
3170,Male,0,No,No,28,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,2688.45,No
3171,Female,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),435.25,No
3172,Male,0,No,Yes,25,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2448.75,Yes
3173,Female,0,Yes,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,307,No
3174,Male,0,Yes,No,58,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),2689.35,No
3175,Male,1,Yes,No,17,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),1329.2,Yes
3176,Female,0,Yes,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1281.25,No
3177,Male,0,Yes,Yes,72,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,3527,No
3178,Male,0,Yes,No,52,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,4348.65,Yes
3179,Female,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,561.15,No
3180,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,63.6,No
3181,Female,0,Yes,No,64,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,5129.3,No
3182,Female,0,Yes,No,45,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4285.8,No
3183,Male,1,Yes,No,3,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.7,Yes
3184,Female,0,Yes,No,71,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5894.5,No
3185,Female,1,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,Yes
3186,Female,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1160.75,No
3187,Male,0,Yes,Yes,34,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3091.75,No
3188,Female,0,No,No,8,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,365.55,Yes
3189,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,272.95,No
3190,Male,0,Yes,Yes,66,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3632,No
3191,Male,1,No,No,12,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),381.2,No
3192,Male,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1035.5,No
3193,Female,0,Yes,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52,No
3194,Female,1,Yes,No,43,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),2342.2,Yes
3195,Female,0,No,No,9,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,653.9,No
3196,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,71.2,No
3197,Female,0,Yes,Yes,22,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1498.2,Yes
3198,Male,0,Yes,No,40,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4178.65,No
3199,Female,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1821.8,No
3200,Male,0,Yes,No,54,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5278.15,Yes
3201,Female,0,No,No,50,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,4024.2,No
3202,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,No
3203,Female,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6520.8,No
3204,Male,0,No,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),854.9,No
3205,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8308.9,No
3206,Female,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,109.2,No
3207,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92.05,No
3208,Male,0,Yes,No,48,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),3420.5,No
3209,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Yes
3210,Female,0,Yes,Yes,64,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,4068,No
3211,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),337.9,No
3212,Male,0,Yes,No,40,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,3168.75,No
3213,Female,0,Yes,Yes,41,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),1412.4,No
3214,Male,1,No,No,51,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),3974.7,No
3215,Male,0,Yes,No,41,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3439,No
3216,Female,0,Yes,Yes,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,Yes
3217,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.45,No
3218,Male,0,No,No,68,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),5461.45,No
3219,Female,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,571.75,No
3220,Male,0,Yes,No,70,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),5498.2,No
3221,Male,0,No,No,3,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.85,No
3222,Male,0,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),111.05,No
3223,Male,0,Yes,No,3,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),94.4,No
3224,Female,0,No,No,7,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,521.1,Yes
3225,Female,0,No,No,13,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,923.85,No
3226,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,141.1,No
3227,Male,0,Yes,Yes,12,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,628.65,No
3228,Male,0,Yes,Yes,53,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,5576.3,No
3229,Female,0,No,No,12,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1046.1,Yes
3230,Male,0,Yes,Yes,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1245.6,No
3231,Female,0,No,No,15,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,1287.85,No
3232,Male,0,Yes,Yes,36,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,1939.35,No
3233,Male,1,Yes,No,4,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.25,No
3234,Female,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,452.55,No
3235,Female,0,No,No,61,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),2696.55,No
3236,Male,0,No,No,16,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,875.35,No
3237,Male,0,Yes,Yes,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1267.05,No
3238,Female,0,Yes,Yes,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),494.9,No
3239,Male,0,No,No,16,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,799,No
3240,Female,0,Yes,No,54,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),5763.3,Yes
3241,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,Yes
3242,Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,106.9,No
3243,Female,0,No,No,19,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,710.05,No
3244,Male,0,No,No,10,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),568.2,No
3245,Female,0,Yes,Yes,23,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,1900.25,Yes
3246,Male,0,No,No,3,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,159.15,Yes
3247,Female,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8012.75,No
3248,Male,1,Yes,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,856.65,Yes
3249,Female,0,Yes,Yes,10,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,551.3,No
3250,Male,0,Yes,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,184.95,No
3251,Female,1,No,No,37,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4056.75,Yes
3252,Male,0,Yes,Yes,17,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,1096.65,No
3253,Female,0,Yes,Yes,36,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3684.95,No
3254,Male,1,No,No,17,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1752.45,No
3255,Female,1,Yes,Yes,66,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),7210.85,No
3256,Male,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),5264.5,No
3257,Male,0,No,No,22,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,2157.3,No
3258,Male,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,No
3259,Female,0,No,No,6,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),433.95,No
3260,Male,0,No,No,31,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,2435.15,Yes
3261,Female,0,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5607.75,No
3262,Female,0,Yes,Yes,34,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,2874.15,Yes
3263,Female,0,Yes,Yes,52,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),4433.3,No
3264,Female,0,No,Yes,10,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,964.35,No
3265,Male,0,Yes,Yes,29,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1974.8,Yes
3266,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1460.85,No
3267,Male,0,Yes,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,951.55,No
3268,Male,0,Yes,Yes,24,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,1821.2,No
3269,Male,0,No,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1600.95,No
3270,Female,0,No,No,4,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,399.25,No
3271,Male,1,Yes,No,12,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1218.55,Yes
3272,Male,0,No,No,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,Yes
3273,Male,0,No,No,33,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2171.15,Yes
3274,Female,0,No,No,34,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3634.8,No
